Pre;Post;Sections;Type
SAADR;RMFL;1;chemical
SAADR;RMFL;2;chemical
SAADR;OLLL;2;chemical
SAADR;RIML;4;chemical
SAADR;AVAR;4;chemical
AWBR;ASGR;1;chemical
AWBR;ADFR;3;chemical
AWBR;RIAR;3;chemical
PVR;SDQR;2;chemical
PVR;ALMR;2;chemical
PVR;SDQR;1;chemical
PVR;CEPVR;1;chemical
PVR;SDQR;1;chemical
PVR;CEPVR;1;chemical
SDQL;AVBR;1;chemical
SDQR;AVBR;1;chemical
RIML;SMDDR;1;chemical
RIML;AIBL;1;chemical
AVKR;SMDDR;1;chemical
AVKR;RIML;1;chemical
AVKR;SMDDR;2;chemical
AVKR;RIML;2;chemical
PVT;AVKR;1;chemical
PVT;AVKL;1;chemical
ADFR;RIGR;1;chemical
ADFR;RIAR;1;chemical
RIML;AVKR;1;chemical
RIAL;SMDDR;1;chemical
RIAL;SMDVL;1;chemical
RIML;SMDVL;3;chemical
RIML;SMDDR;3;chemical
RIS;SMDDR;2;chemical
RIS;RIML;2;chemical
RIS;AVEL;2;chemical
RIS;AVKR;2;chemical
RIML;SMDDR;1;chemical
RIML;SAAVL;1;chemical
RIML;SAAVL;1;chemical
RIML;RMFR;1;chemical
RIML;SAAVL;1;chemical
RIML;SMDDR;1;chemical
RIML;SAAVL;1;chemical
RIML;SMDDR;1;chemical
RIML;SAAVL;1;chemical
RIML;SMDDR;1;chemical
RIML;SAAVL;1;chemical
RICR;RIML;1;chemical
RIML;RMDR;1;chemical
RIML;SMDVL;1;chemical
RIML;SMDVL;1;chemical
RIML;RMDR;2;chemical
RIML;RMDR;1;chemical
RIML;RMDR;1;chemical
SAAVL;AVAL;2;chemical
SAAVL;RIML;2;chemical
SAAVL;AVAL;2;chemical
CEPDL;URBL;4;chemical
CEPDL;RICL;4;chemical
CEPDL;OLQDL;4;chemical
SAAVL;RIML;1;chemical
SAAVL;AVAL;1;chemical
ADER;AVDR;4;chemical
ADER;FLPR;4;chemical
RIVL;vBWMR6;1;chemical
RIVL;RMDL;1;chemical
RIAL;RMDVL;1;chemical
RIAL;RMDL;1;chemical
RIVL;SMDDR;2;chemical
RIVL;RIAL;2;chemical
RIVL;SIAVR;1;chemical
RIVL;RMDL;1;chemical
RIVL;RMDL;2;chemical
RIVL;SIAVR;2;chemical
RIAL;RMDVL;1;chemical
RIAL;RMDL;1;chemical
RIML;RMDL;3;chemical
RIML;SMDDR;3;chemical
RMDL;RIML;3;chemical
RMDL;RIVL;1;chemical
ALMR;CEPDR;1;chemical
RIAL;RMDL;1;chemical
RIS;RMDL;2;chemical
RIS;RIML;2;chemical
RMDL;vBWMR4;1;chemical
RMDL;vBWMR4;1;chemical
RMDL;RIAL;1;chemical
RMDL;RMDR;1;chemical
RMDL;RMDDR;1;chemical
RMDL;RIAL;2;chemical
RMDL;RMDDR;2;chemical
RMDL;RIAR;2;chemical
RMDL;RIAL;2;chemical
RMDL;RMDR;2;chemical
RMDL;RIAR;2;chemical
RMDL;RIAR;1;chemical
RMDL;RIAL;1;chemical
RMDL;RIAR;2;chemical
RMDL;RIAL;2;chemical
RMDL;RIAR;2;chemical
RMDL;RIAL;2;chemical
RMDL;RIAR;1;chemical
RMDL;RIAL;1;chemical
RMDL;RMDDR;2;chemical
RMDL;RIAR;2;chemical
RMDL;RMDDR;2;chemical
RMDL;RIAR;2;chemical
RMDL;RIAL;1;chemical
RMDL;RMDVL;1;chemical
RIAL;RMDVL;1;chemical
RIAL;RMDL;1;chemical
RIAL;RMDR;1;chemical
RIAL;RMDL;1;chemical
RMDL;RIAL;1;chemical
RMDL;RMDR;1;chemical
RIAL;RMDL;1;chemical
RMDL;dBWMR4;3;chemical
RMDL;SIBDR;3;chemical
RMDL;RIAR;1;chemical
RMDL;RIAR;1;chemical
RMDL;RIAL;1;chemical
RMDL;RIAR;1;chemical
RMDL;RMDR;1;chemical
RMDL;RMDVR;2;chemical
RMDL;RIAR;2;chemical
RMDL;RIAL;2;chemical
CEPVR;ADLR;1;chemical
CEPVR;OLQVR;1;chemical
OLQVR;RICR;1;chemical
OLQVR;RMHR;1;chemical
OLQVR;RICR;2;chemical
RMDVL;vBWMR2;2;chemical
RMDVL;OLQVR;2;chemical
OLQVR;SIBVR;10;chemical
OLQVR;RMDVL;10;chemical
OLQVR;RIAR;10;chemical
URAVR;PVT;1;chemical
RICR;AVAL;4;chemical
RICR;SMDDR;4;chemical
RICR;AVAL;2;chemical
RICR;SMBDR;2;chemical
OLQVR;SIBVR;4;chemical
OLQVR;RMDVL;4;chemical
OLQVR;RMDVL;4;chemical
OLQVR;SIBVR;4;chemical
AIMR;AIAR;1;chemical
AIMR;ASKR;1;chemical
ASJR;ASKR;2;chemical
AIMR;AIAR;2;chemical
AIMR;ASKR;2;chemical
ASKR;AIMR;1;chemical
ASKR;AIAR;1;chemical
ASJR;ASKR;2;chemical
HSNL;AIMR;2;chemical
HSNL;ASJR;2;chemical
HSNL;ASKR;2;chemical
ASKR;AIAR;2;chemical
ASKR;AIAR;1;chemical
ASKR;ASGR;1;chemical
ASKR;AIAR;1;chemical
ASKR;AIAR;1;chemical
ASKR;AIAR;1;chemical
ASJR;ASKR;1;chemical
ASKR;AWAR;1;chemical
ASKR;AIAR;5;chemical
RIVR;SMDVR;2;chemical
RIVR;RIAL;2;chemical
RIAR;SMDVL;2;chemical
RIAR;SMDVR;2;chemical
SMDVR;RIAR;1;chemical
SMDVR;RIAL;1;chemical
SMDVR;RIAR;1;chemical
SMDVR;RIAL;1;chemical
SMDVR;RIAR;1;chemical
SMDVR;RIAL;1;chemical
SMDVR;RIAR;1;chemical
SMDVR;RIAL;1;chemical
SMDVR;RIAR;2;chemical
SMDVR;RIAL;2;chemical
RIAR;SMDVR;2;chemical
RIAR;SMDDL;2;chemical
SMDVR;RIAR;3;chemical
SMDVR;RIAL;3;chemical
RIAL;SMDVR;1;chemical
SMDVR;RIAR;2;chemical
SMDVR;RIAL;2;chemical
SMDVR;RIAR;2;chemical
SMDVR;RIAL;2;chemical
RIAL;SMDVR;1;chemical
RIAL;RIAR;1;chemical
SMDVR;RIAR;1;chemical
SMDVR;RIAL;1;chemical
SMDVR;RIAR;1;chemical
SMDVR;RIAL;1;chemical
RIAL;SMDVR;2;chemical
RIAL;RIAR;2;chemical
SMDVR;RIAL;1;chemical
SMDVR;vBWML4;1;chemical
SMDVR;vBWML8;1;chemical
SMDVR;vBWML5;2;chemical
SMDVR;vBWML4;2;chemical
SMDVR;vBWML4;2;chemical
SMDVR;vBWML5;2;chemical
SMDVR;RMDDL;2;chemical
SMDVR;RIAL;2;chemical
RIAR;SMDVR;3;chemical
RIAR;RMDDL;3;chemical
RIAR;SMDVR;2;chemical
RIAR;RMDDL;2;chemical
RIAL;RMDDL;1;chemical
RIAL;RMDDL;1;chemical
RIAR;RMDDL;1;chemical
RIAR;RMDDL;1;chemical
IL1L;RMDDL;3;chemical
IL1L;vBWML1;3;chemical
IL1L;vBWML2;3;chemical
IL2DL;OLQDL;1;chemical
IL2DL;RIPL;1;chemical
RMDDR;dBWML2;3;chemical
RMDDR;dBWML2;5;chemical
OLLL;AVER;1;chemical
OLLL;CEPDL;1;chemical
AWCL;ASER;1;chemical
RICL;AVAL;1;chemical
RICL;AVAR;1;chemical
RMDDR;RMDVL;3;chemical
RMDDR;dBWMR7;3;chemical
RMEV;dBWMR7;3;chemical
RMEV;dBWMR6;3;chemical
PVT;AVL;2;chemical
PVT;AVKR;2;chemical
PVT;RIGR;2;chemical
PVT;RMEV;2;chemical
RIVL;SAADR;1;chemical
RIVR;RIAL;1;chemical
RIVR;SMDDL;1;chemical
RICR;SMDDL;2;chemical
RICR;AVAR;2;chemical
RIAL;SMDDL;4;chemical
RIAL;RIVR;4;chemical
RIML;SAAVR;2;chemical
RIML;SMDDL;2;chemical
SAAVR;AVAR;1;chemical
SAAVR;SMDDL;1;chemical
SAAVR;AVAR;1;chemical
SAAVR;SMDDL;1;chemical
SAAVR;AVAR;2;chemical
SAAVR;SMDDL;2;chemical
RIAL;SMDDL;1;chemical
RIAL;RIAR;1;chemical
RIAR;RIAL;2;chemical
RIAR;SMDDL;2;chemical
RIAL;SMDVR;1;chemical
RIAL;SMDDL;1;chemical
RIAR;SMDDL;1;chemical
RIAL;SMDVR;3;chemical
RIAL;SMDDL;3;chemical
SMDVR;SMDDL;4;chemical
SMDVR;RIAL;4;chemical
SMDDL;vBWML2;7;chemical
SMDDL;SMDVR;7;chemical
SMDVR;vBWML6;9;chemical
SMDVR;vBWML2;9;chemical
SMDVR;SMDDL;9;chemical
RIAR;SMDVR;2;chemical
RIAR;SMDDL;2;chemical
SAAVR;AVAR;4;chemical
SAAVR;SMDDL;4;chemical
RICL;SMDDL;2;chemical
RICL;AVAR;2;chemical
RIAR;SMDVR;5;chemical
RIAR;SMDDL;5;chemical
RIAR;SMDVR;4;chemical
RIAR;SMDDL;4;chemical
RICL;SMDDL;2;chemical
RICL;AVAR;2;chemical
RIAR;SMDDL;1;chemical
RIAR;SMDVR;1;chemical
RIAR;SMDDL;1;chemical
RICL;SMDDL;2;chemical
RICL;AVAR;2;chemical
RIAR;SMDVR;1;chemical
RIAR;SMDDL;1;chemical
OLQDL;RICR;5;chemical
RMEL;dBWMR3;1;chemical
RMEL;dBWMR3;1;chemical
RMEL;dBWMR3;1;chemical
RMEL;dBWMR3;1;chemical
ADAL;AVJR;3;chemical
ADAL;AVEL;3;chemical
HSNL;AVJL;1;chemical
IL1R;dBWMR5;1;chemical
IL1R;RMDVR;1;chemical
RMDDL;dBWMR1;2;chemical
RMDDL;RMDVR;2;chemical
ASEL;AIBL;1;chemical
IL1DR;RMDVR;1;chemical
IL1DR;dBWMR1;1;chemical
ASJL;PVQL;1;chemical
RMDDL;dBWMR3;1;chemical
IL1R;dBWMR5;3;chemical
IL1R;RMDVR;3;chemical
IL1DR;RIPR;1;chemical
IL1DR;URADR;1;chemical
AIZR;AWAR;1;chemical
HSNR;AIZR;1;chemical
HSNL;AWAR;2;chemical
HSNL;AIZR;2;chemical
HSNL;AWBR;2;chemical
RIR;AIZR;2;chemical
RIBR;AIZR;1;chemical
AIZR;DVA;1;chemical
RIR;AIZR;3;chemical
RIR;ADFR;3;chemical
AIZR;AVER;1;chemical
AIZR;DVA;1;chemical
RIGR;AVDL;1;chemical
RIGR;AVER;1;chemical
RIGR;AIZR;1;chemical
RIGR;AVER;1;chemical
RIGR;AIZR;1;chemical
RIGR;AIZR;1;chemical
RIGR;AVER;1;chemical
RIGR;AIZR;1;chemical
RIGR;AVER;1;chemical
DVA;AIZR;1;chemical
ALNL;SAAVL;1;chemical
ALNL;RIAL;1;chemical
AIZR;RIMR;1;chemical
AIZR;RIMR;1;chemical
AIZR;RIMR;1;chemical
AIZR;RIMR;1;chemical
AIZR;AVEL;2;chemical
AIZR;AIBL;2;chemical
AINL;RMDVL;2;chemical
AINL;SAAVL;2;chemical
AINL;RMDVL;1;chemical
AINL;SAAVL;1;chemical
RIAR;RMDVR;1;chemical
RIAR;RMDDL;1;chemical
ALA;CEHDL;1;chemical
ASJL;PVQL;1;chemical
ASKR;ALA;1;chemical
ALA;RMDR;1;chemical
ALA;AVER;1;chemical
CEHDL;SAAVL;4;chemical
CEHDL;AFDL;4;chemical
AQR;RIAL;1;chemical
AQR;BAGR;3;chemical
AQR;RIAL;3;chemical
AQR;URXL;3;chemical
ALA;AVER;1;chemical
ALA;RMDR;1;chemical
ALA;AVER;1;chemical
SAAVL;AVAL;3;chemical
SAAVL;RIMR;3;chemical
SAAVL;RMFR;3;chemical
SAAVL;RMFR;1;chemical
SAAVL;RIMR;1;chemical
SAAVL;AIBL;1;chemical
ALA;RIAR;2;chemical
PVCR;AVBL;4;chemical
PVCR;RID;4;chemical
PVCR;AVBR;4;chemical
PVCR;RID;1;chemical
PVCR;AVBR;1;chemical
DVC;RIGR;3;chemical
DVC;RIBR;3;chemical
ALA;CEHDL;2;chemical
ALA;AVEL;2;chemical
SAAVL;AVAL;1;chemical
DVC;RMFR;3;chemical
DVC;RIGR;3;chemical
DVA;URYDL;3;chemical
DVA;AVEL;3;chemical
DVA;AVEL;2;chemical
DVA;AIZL;2;chemical
RIFL;AVBL;1;chemical
RIFL;PVPL;1;chemical
RIS;RMEV;2;chemical
RIS;RIBR;2;chemical
RIS;SMDDR;2;chemical
SMBVR;AVHL;1;chemical
AUAR;RIBR;4;chemical
AUAR;AVER;4;chemical
ADFR;URXR;2;chemical
ADFR;RIAR;2;chemical
AUAR;RIAR;1;chemical
AUAR;URXR;1;chemical
AINL;ASIL;1;chemical
AINL;RMFL;1;chemical
URXR;RIPR;3;chemical
URXR;ADLR;3;chemical
URXR;AVBR;3;chemical
URXR;RIFR;3;chemical
ADLR;AVBR;1;chemical
ADLR;URXR;1;chemical
ADLR;RIPR;1;chemical
AINL;ASIL;3;chemical
URYVR;SIBVL;4;chemical
URYVR;AVBL;4;chemical
URYVR;SIBVR;4;chemical
PVR;RIPL;1;chemical
PVR;AVBL;1;chemical
PVR;URADL;1;chemical
PVR;AVBR;2;chemical
PVR;AVJL;2;chemical
PVR;URADL;1;chemical
PVR;AVBR;1;chemical
ASKR;AIAR;3;chemical
RIAR;RMDVR;2;chemical
RIAR;RIVR;2;chemical
RIAR;vBWML6;2;chemical
RIAR;RMDVR;1;chemical
RIAR;RIVR;1;chemical
RIAL;RMDVR;1;chemical
RIAL;RMDDL;1;chemical
RIAL;RMDVR;1;chemical
RIAL;RMDDL;1;chemical
RMDVR;vBWML6;2;chemical
RMDVR;RMDDL;2;chemical
RMDVR;vBWML7;2;chemical
RIAL;RMDVR;2;chemical
RIAL;RMDDL;2;chemical
RMDVR;vBWML6;3;chemical
RMDVR;RMDDL;3;chemical
RIAL;RMDVR;3;chemical
RIAL;RMDDL;3;chemical
RIAL;RMDVR;6;chemical
RIAL;RMDDL;6;chemical
RIAL;RMDVR;4;chemical
RIAL;RMDDL;4;chemical
RMDVR;RMDDL;5;chemical
RMDVR;vBWML2;5;chemical
RMDVR;vBWMR6;1;chemical
RMDVR;vBWMR7;1;chemical
RMDVL;vBWMR6;1;chemical
RMDVL;RMDVR;1;chemical
RMDVR;vBWMR6;1;chemical
RMDVR;vBWMR7;1;chemical
RMDVR;RMDDL;1;chemical
RIAL;RMDDL;2;chemical
RIAL;RMDVR;2;chemical
RIAL;RMDDL;2;chemical
RMDVR;vBWML4;1;chemical
RMDVR;vBWML1;1;chemical
RMDVR;vBWML5;1;chemical
RIAL;RMDVR;4;chemical
RIAL;RMDDL;4;chemical
RMDVR;vBWML5;1;chemical
RMDVR;RMDDL;1;chemical
RIAL;RMDVR;2;chemical
RIAL;RMDDL;2;chemical
RMDVR;vBWML1;1;chemical
RMDVR;RMDDL;1;chemical
RMDVR;RMDDL;5;chemical
RMDVR;vBWML1;5;chemical
RMDVR;vBWML4;5;chemical
RMDVR;dBWML3;5;chemical
RIAR;RMDDL;1;chemical
RIAR;RMDVR;1;chemical
RIAR;RIAL;1;chemical
RIAL;RMDVR;3;chemical
RIAL;RMDDL;3;chemical
RIAL;RMDVR;1;chemical
RMDVR;vBWML4;1;chemical
RMDVR;RMDDL;1;chemical
IL1L;RMDDL;1;chemical
IL1L;RMDVR;1;chemical
IL1L;vBWML1;1;chemical
IL1L;vBWML2;1;chemical
RMDVR;RMDDL;1;chemical
RMDVR;vBWML1;1;chemical
IL1L;vBWML1;4;chemical
IL1L;RMDDL;4;chemical
RMDVR;IL1L;1;chemical
IL1L;vBWML4;4;chemical
IL1L;RMDVR;4;chemical
IL1L;vBWML1;4;chemical
DVC;RIVR;2;chemical
DVC;RIBL;2;chemical
DVC;RIGL;1;chemical
DVC;RIGL;1;chemical
DVC;RIGL;2;chemical
DVC;RMFL;2;chemical
RMDVR;vBWML4;1;chemical
RMDVR;vBWML2;1;chemical
RIBL;RIGL;1;chemical
PVT;DVC;1;chemical
URAVR;IL2VR;1;chemical
URAVR;PVT;1;chemical
RIAR;RMDDL;2;chemical
RIAR;RMDVR;2;chemical
DVC;RMFL;2;chemical
DVC;RIGL;2;chemical
RIAR;RMDDL;6;chemical
RIAR;RMDVR;6;chemical
RIAR;RMDDL;3;chemical
RIAR;RMDVR;3;chemical
RIAR;RMDVR;1;chemical
RIAR;RMDDL;3;chemical
RIAR;RMDVR;3;chemical
RIAR;RMDVR;3;chemical
RIAR;RMDDL;3;chemical
RIAR;RMDVR;2;chemical
RIAR;RMDDL;2;chemical
RIAR;RMDDL;1;chemical
RIAR;RMDVR;1;chemical
RIAR;RMDVR;2;chemical
RIAR;RMDDL;2;chemical
RIAR;RMDVR;1;chemical
RIAR;RMDDL;1;chemical
RIAR;RMDDL;1;chemical
RIAR;RMDL;2;chemical
RIAR;RMDVR;2;chemical
RIAR;RMDVR;1;chemical
RIAR;RMDDL;1;chemical
RIAR;RMDL;1;chemical
RIAR;RMDVR;1;chemical
RIAR;RMDL;1;chemical
RIAR;RMDVR;1;chemical
RMDDL;RMDVR;1;chemical
RMDDL;RMHL;1;chemical
RIAR;RMDDL;2;chemical
RIAR;RMDVR;2;chemical
RIAR;RMDDL;2;chemical
RIAL;RMDL;2;chemical
RIAL;RMDVR;2;chemical
RIAL;RMDL;4;chemical
RIAL;RMDVR;4;chemical
RIAL;RMDVL;4;chemical
RIAL;RMDVR;4;chemical
RIAL;RMDL;4;chemical
RMDDR;RMDVR;3;chemical
RMDDR;dBWMR1;3;chemical
RMDDR;dBWMR2;3;chemical
RMDDL;RMDVR;1;chemical
RMDDL;dBWMR1;1;chemical
RMDDL;dBWMR2;1;chemical
RMDDL;RMDVR;1;chemical
RMDDL;dBWMR5;1;chemical
RMDDL;RMDVR;9;chemical
RMDDL;dBWMR5;9;chemical
RMDDL;dBWMR4;9;chemical
RMDDL;IL1R;9;chemical
PVCR;AVBL;6;chemical
PVCR;AVDL;6;chemical
ADLR;AVDL;3;chemical
ADLR;AIBR;3;chemical
ASHR;AIAR;3;chemical
ASHR;AVDL;3;chemical
ADLR;AVDL;1;chemical
ADLR;AIBR;1;chemical
ADLR;AVDL;1;chemical
ADLR;AVJL;2;chemical
ADLR;AVDL;2;chemical
ADLR;SMBVR;2;chemical
ASHR;ADLR;1;chemical
ASHR;AVDL;1;chemical
ADLR;AVAR;2;chemical
ADLR;AVDL;2;chemical
ASHR;AVAR;1;chemical
ASHR;AVDL;1;chemical
ASHR;AVAR;2;chemical
ASHR;AVDL;2;chemical
AVBR;AVDL;1;chemical
AVBR;AVAR;1;chemical
PVCR;AVDL;6;chemical
PVCR;AVER;6;chemical
RMGR;AVBL;1;chemical
RMGR;RMDVR;1;chemical
RMGR;AVJL;1;chemical
RMGR;AVBL;1;chemical
PVPL;AVAR;1;chemical
PVPL;AVBR;1;chemical
PVPL;PVCR;1;chemical
PVPL;AVBR;1;chemical
AQR;PVPL;2;chemical
AQR;PVCR;2;chemical
PVPL;PVCR;1;chemical
PVPL;AVBL;1;chemical
PVPL;PVCR;1;chemical
PVPL;AVBL;1;chemical
PVPL;AVBL;1;chemical
PVPL;AVBL;1;chemical
SIBDL;AQR;1;chemical
SIBDL;PVPL;1;chemical
PVCR;AVAR;1;chemical
RICL;ADAR;2;chemical
RICL;AVAL;2;chemical
RICL;SMDDR;2;chemical
CEHVR;AVAL;1;chemical
CEHVR;RIAR;1;chemical
IL2VR;RIAR;1;chemical
IL2VR;CEHVR;1;chemical
IL2VR;AVAL;1;chemical
URXR;AUAR;3;chemical
URXR;RIAR;3;chemical
RIR;RIAR;1;chemical
RIR;URXR;1;chemical
RIMR;AVAL;2;chemical
RIMR;AIBL;2;chemical
RICR;SMBDR;1;chemical
RICR;AVAL;1;chemical
AIBL;AVBL;2;chemical
AIBL;RMFR;2;chemical
RICR;AIBL;2;chemical
RICR;AVAL;2;chemical
AIBL;AVBL;2;chemical
RICR;AVAL;3;chemical
RICR;SMDDR;3;chemical
RIMR;AIBL;2;chemical
RIMR;AVBL;2;chemical
SAAVL;AVAL;4;chemical
SAAVL;RIMR;4;chemical
AIBL;RIMR;1;chemical
RIMR;AIBL;1;chemical
SAAVL;AVAL;3;chemical
SAAVL;RIMR;3;chemical
SAAVL;AVAL;2;chemical
SAAVL;RIMR;2;chemical
SAAVL;RIML;2;chemical
SAAVL;AVAL;2;chemical
AIBL;SMDVR;2;chemical
AIBL;RMFR;1;chemical
AIBL;RIMR;1;chemical
AIBL;SMDVR;2;chemical
AIBL;RIMR;2;chemical
AIBL;RIMR;3;chemical
AIBL;SAADR;3;chemical
AIBL;RIMR;1;chemical
AIBL;AIZR;2;chemical
AIBL;RIMR;2;chemical
AIBL;AIBL;2;chemical
AIZR;RIMR;2;chemical
AIZR;AIBL;2;chemical
AIAL;AIBL;3;chemical
AIAL;AIBL;1;chemical
OLLR;RMDL;2;chemical
ADER;OLLR;1;chemical
ADER;RMDR;1;chemical
RMDL;RMDR;3;chemical
RMDL;OLLR;3;chemical
ADER;RMDR;1;chemical
ADER;OLLR;1;chemical
OLLR;ADER;2;chemical
OLLR;RMDR;2;chemical
OLLR;RMDL;3;chemical
ADER;OLLR;1;chemical
ADER;RMDR;1;chemical
OLLR;RMDL;2;chemical
OLLR;RMDDR;1;chemical
OLLR;CEPVR;1;chemical
OLLR;RMDDR;2;chemical
OLLR;CEPVR;2;chemical
OLLR;SMDVL;1;chemical
CEPVR;OLLR;1;chemical
CEPVR;RMDDR;1;chemical
OLLR;RMDDR;2;chemical
OLLR;CEPVR;2;chemical
OLLR;RMDDR;2;chemical
OLLR;CEPVR;2;chemical
OLLR;RMDDR;1;chemical
OLLR;CEPVR;1;chemical
OLLR;RMDDR;1;chemical
OLLR;CEPVR;1;chemical
OLLR;SMDVL;3;chemical
OLLR;SMDDL;1;chemical
OLLR;SMDVR;1;chemical
OLLR;SMDDL;1;chemical
OLLR;SMDVL;3;chemical
OLLR;SMDVL;2;chemical
SAAVL;AVAL;2;chemical
SAAVL;RIMR;2;chemical
SAAVL;AVAL;1;chemical
SAAVL;OLLR;1;chemical
AIBR;RIML;1;chemical
AIBR;SAADL;1;chemical
AIBR;RIML;1;chemical
AIBR;SAADL;1;chemical
AIBR;RIGL;1;chemical
SAADL;RIMR;2;chemical
RIH;RMEV;1;chemical
RIH;RMER;1;chemical
RIH;OLQVR;1;chemical
PVPR;PVCL;1;chemical
PVPR;AVBR;1;chemical
ASKL;AIAL;1;chemical
ASKL;ASER;1;chemical
RIAL;AVAL;1;chemical
AVAL;RIAL;2;chemical
RMDL;OLLL;1;chemical
RMDL;ADEL;1;chemical
SMBVL;SAADL;2;chemical
SMBVL;PLNR;2;chemical
IL2VL;URAVL;1;chemical
IL2VL;RIPL;1;chemical
IL2VL;BAGR;1;chemical
IL2VL;RIAL;1;chemical
IL2VL;RIPL;1;chemical
IL2VL;IL1VL;1;chemical
IL1VL;AVL;1;chemical
IL1VL;URYVL;1;chemical
IL2VL;RIPL;5;chemical
IL2VL;IL1VL;5;chemical
IL2VL;OLQVL;5;chemical
ASIR;AWCR;1;chemical
CEPVL;RMDDL;1;chemical
CEPVL;AVER;3;chemical
CEPVL;RIBL;3;chemical
CEPVL;URYVL;3;chemical
RMDVR;vBWMR3;1;chemical
AUAL;RIBL;1;chemical
AUAL;RIBL;1;chemical
ASHR;AWBL;1;chemical
ASHR;AIAR;1;chemical
CEPDL;RMGL;2;chemical
CEPDL;dBWML5;2;chemical
ADFL;AUAL;1;chemical
ADFL;RIGR;1;chemical
ADFL;AIZL;1;chemical
IL2L;ADEL;1;chemical
IL2L;RMER;1;chemical
IL2L;RMER;1;chemical
IL2VL;IL2L;1;chemical
DVA;AUAR;3;chemical
DVA;AVER;3;chemical
IL2L;ADEL;2;chemical
IL2L;RMER;2;chemical
ADEL;IL2L;4;chemical
ADEL;RMDL;4;chemical
SAADR;RIML;1;chemical
AWCL;AIYL;1;chemical
ASGR;AIAR;1;chemical
ALMR;PVCR;2;chemical
AWCR;ASEL;4;chemical
AWCR;AIYR;4;chemical
AWCR;AIBR;4;chemical
ASHL;AVDR;1;chemical
ASHL;AIBL;1;chemical
AFDL;AIYL;2;chemical
ADFL;AIZL;1;chemical
ADFL;RIAL;1;chemical
RIH;RIBL;1;chemical
RIH;RIAL;1;chemical
ASGL;AIAL;2;chemical
PVQL;AIAL;1;chemical
AIMR;CEPVR;1;chemical
AIMR;AIMR;1;chemical
RIH;RIAR;2;chemical
RIH;AUAR;2;chemical
ASHL;AVDR;2;chemical
ASHL;AIAL;2;chemical
RIH;RIAL;4;chemical
RIH;AIZL;4;chemical
AUAL;RIAL;1;chemical
AUAL;RIBL;1;chemical
ASKL;AIAL;1;chemical
ASKL;AIML;1;chemical
ASKL;AIAL;1;chemical
ASGL;AIAL;3;chemical
ASKL;AIAL;3;chemical
ASKL;AIAL;3;chemical
AVFR;AIML;1;chemical
AVFR;HSNL;1;chemical
ASER;AIBR;1;chemical
ASER;AIYR;1;chemical
ADFL;AIZL;4;chemical
ADFL;RIAL;4;chemical
ADFL;RIBL;4;chemical
ASKL;AIAL;2;chemical
ALML;CEPVL;3;chemical
ALML;AVDR;3;chemical
ALML;PVCL;3;chemical
PVCR;SIBVR;1;chemical
PVCR;AVAR;1;chemical
PVCR;AVBR;1;chemical
ADLL;AIBL;1;chemical
ADLL;AVDR;1;chemical
ASHL;AVDR;1;chemical
ASHL;AIAL;1;chemical
AWCR;AWCL;2;chemical
AWCR;AIYL;2;chemical
AWCL;AIYL;2;chemical
AWCL;AWCR;2;chemical
AIZL;RIML;6;chemical
AIZL;AIBR;6;chemical
AFDR;AIYR;2;chemical
SMDVR;RIVR;1;chemical
RIAR;SMDVL;1;chemical
RIAR;SMDVR;1;chemical
ASJL;PVQL;1;chemical
ASJL;HSNL;1;chemical
ASER;AIAL;1;chemical
ADLL;AIAL;2;chemical
ASKR;AIMR;1;chemical
ASKR;AIAR;1;chemical
ASER;AIYL;1;chemical
ASER;AFDL;1;chemical
RIFL;ALML;1;chemical
RIFL;AVBL;1;chemical
IL2DR;IL1DR;4;chemical
IL2DR;RIPR;4;chemical
IL2DR;RMER;4;chemical
ASER;AIBL;1;chemical
ASER;AIYL;1;chemical
ASGL;AIAL;1;chemical
ASGL;AIBL;1;chemical
ASGL;AIAL;1;chemical
ADLL;AIAL;2;chemical
ADLL;ASER;2;chemical
ASGL;AIBL;1;chemical
ASGL;AIAL;1;chemical
SMBVL;vBWML7;5;chemical
RIH;AIZR;5;chemical
RIH;RIAR;5;chemical
AFDR;AIYR;2;chemical
PVPR;AVJL;2;chemical
PVPR;AVBR;2;chemical
PVPR;ASHR;2;chemical
ADLR;ASHR;1;chemical
ADLR;AIBR;1;chemical
URBR;ADER;1;chemical
RIBR;URYVR;2;chemical
RIBR;AVEL;2;chemical
RIBR;SMDVL;2;chemical
AIZL;RIML;2;chemical
AIZL;AIBR;2;chemical
ADFL;AIZL;4;chemical
ADFL;RIAL;4;chemical
RIH;RIBL;6;chemical
RIH;RIAL;6;chemical
ASIL;ASGL;1;chemical
ADLL;AIAL;1;chemical
ADLL;ASER;1;chemical
ASHL;AVDR;2;chemical
ASHL;AIAL;2;chemical
ASHL;AVDR;1;chemical
ASHL;AIAL;1;chemical
PVQL;HSNR;1;chemical
AIAL;ASKL;1;chemical
PVQL;HSNR;1;chemical
PVQL;HSNR;1;chemical
AIML;AVFR;2;chemical
AIML;SMBVL;2;chemical
AUAR;RIBR;1;chemical
AUAR;RIAR;1;chemical
ASGR;AIAR;3;chemical
RIH;AIZR;2;chemical
RIR;RIAL;2;chemical
RIR;AIZL;2;chemical
ADLL;AIBL;5;chemical
ADLL;AVDR;5;chemical
ADLL;AIAL;3;chemical
ADLL;ASER;3;chemical
ASKL;AIAL;1;chemical
ASKL;AIBL;1;chemical
